order_id,customer_id,date_key,order_date,ordered_at,order_status,is_successful_order,is_cancelled,is_returned,payment_method,shipping_cost,distinct_items_count,total_quantity,gross_order_amount,total_discount_amount,net_merchandise_amount,total_order_cost,total_gross_profit,total_paid_amount
ORD_27221,CUST_1057,2023-01-19,2023-01-19,2023-01-19 17:00:00,Completed,1,0,0,Credit Card,4.85,1,1,88.90,8.89,80.01,62.43,17.58,84.86
ORD_27222,CUST_1610,2024-03-25,2024-03-25,2024-03-25 21:00:00,Completed,1,0,0,Credit Card,2.72,4,6,617.92,0.00,617.92,379.14,238.78,620.64
ORD_27223,CUST_1978,2024-03-04,2024-03-04,2024-03-04 18:00:00,Completed,1,0,0,QRIS,0.00,1,1,85.34,0.00,85.34,47.09,38.25,85.34
ORD_27224,CUST_1207,2023-11-05,2023-11-05,2023-11-05 04:00:00,Completed,1,0,0,BNPL,5.66,2,4,693.14,51.23,641.91,369.62,272.29,647.57
ORD_27225,CUST_2114,2023-03-08,2023-03-08,2023-03-08 20:00:00,Completed,1,0,0,QRIS,8.28,1,3,444.18,0.00,444.18,218.64,225.54,452.46
ORD_27226,CUST_1994,2024-08-25,2024-08-25,2024-08-25 17:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,1,1,123.16,0.00,123.16,65.76,57.40,123.16
ORD_27227,CUST_1405,2024-04-08,2024-04-08,2024-04-08 15:00:00,Completed,1,0,0,Credit Card,0.00,3,3,424.38,26.01,398.37,240.67,157.70,398.37
ORD_27228,CUST_1309,2023-08-04,2023-08-04,2023-08-04 10:00:00,Cancelled,0,1,0,Virtual Account Bank Transfer,2.52,1,1,295.08,29.51,265.57,137.24,128.33,268.09
ORD_27229,CUST_1807,2023-07-22,2023-07-22,2023-07-22 05:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),2.68,2,2,467.88,0.00,467.88,283.10,184.78,470.56
ORD_27230,CUST_1784,2024-10-21,2024-10-21,2024-10-21 20:00:00,Completed,1,0,0,Credit Card,6.42,2,4,382.16,0.00,382.16,248.16,134.00,388.58
ORD_27231,CUST_1709,2024-07-24,2024-07-24,2024-07-24 17:00:00,Cancelled,0,1,0,Credit Card,0.00,1,1,126.72,0.00,126.72,65.13,61.59,126.72
ORD_27232,CUST_2188,2024-08-12,2024-08-12,2024-08-12 08:00:00,Completed,1,0,0,Credit Card,0.00,3,3,489.81,5.22,484.59,302.44,182.15,484.59
ORD_27233,CUST_2139,2024-01-01,2024-01-01,2024-01-01 05:00:00,Shipped,1,0,0,QRIS,0.00,1,1,157.70,0.00,157.70,74.94,82.76,157.70
ORD_27234,CUST_1945,2024-02-14,2024-02-14,2024-02-14 07:00:00,Cancelled,0,1,0,Virtual Account Bank Transfer,5.64,3,3,239.96,0.00,239.96,150.55,89.41,245.60
ORD_27235,CUST_1349,2024-09-29,2024-09-29,2024-09-29 03:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,2,4,473.52,45.43,428.09,235.20,192.89,428.09
ORD_27236,CUST_2099,2024-08-04,2024-08-04,2024-08-04 22:00:00,Shipped,1,0,0,E-Wallet (GoPay/OVO),0.00,1,1,232.38,0.00,232.38,118.56,113.82,232.38
ORD_27237,CUST_1129,2023-12-11,2023-12-11,2023-12-11 12:00:00,Returned,0,0,1,E-Wallet (GoPay/OVO),8.07,2,3,754.33,0.00,754.33,360.26,394.07,762.40
ORD_27238,CUST_1970,2024-03-03,2024-03-03,2024-03-03 06:00:00,Completed,1,0,0,BNPL,2.50,3,3,610.20,15.79,594.41,327.75,266.66,596.91
ORD_27239,CUST_1505,2023-04-10,2023-04-10,2023-04-10 12:00:00,Completed,1,0,0,Credit Card,0.00,1,2,108.76,5.44,103.32,62.24,41.08,103.32
ORD_27240,CUST_1547,2023-09-07,2023-09-07,2023-09-07 10:00:00,Shipped,1,0,0,QRIS,4.32,1,1,232.38,0.00,232.38,118.56,113.82,236.70
ORD_27241,CUST_1488,2024-07-12,2024-07-12,2024-07-12 05:00:00,Cancelled,0,1,0,E-Wallet (GoPay/OVO),0.00,3,3,633.73,21.17,612.56,350.20,262.36,612.56
ORD_27242,CUST_1577,2024-03-28,2024-03-28,2024-03-28 13:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),8.34,2,2,194.16,5.83,188.33,104.80,83.53,196.67
ORD_27243,CUST_1818,2023-06-04,2023-06-04,2023-06-04 09:00:00,Completed,1,0,0,Credit Card,0.00,1,1,250.97,0.00,250.97,142.47,108.50,250.97
ORD_27244,CUST_1720,2024-08-12,2024-08-12,2024-08-12 22:00:00,Completed,1,0,0,BNPL,7.01,2,2,236.96,0.00,236.96,135.31,101.65,243.97
ORD_27245,CUST_2123,2023-08-09,2023-08-09,2023-08-09 15:00:00,Shipped,1,0,0,E-Wallet (GoPay/OVO),6.58,1,1,140.18,0.00,140.18,65.23,74.95,146.76
ORD_27246,CUST_2107,2024-05-19,2024-05-19,2024-05-19 17:00:00,Delivered,1,0,0,QRIS,0.00,1,1,104.47,0.00,104.47,59.59,44.88,104.47
ORD_27247,CUST_1136,2023-04-17,2023-04-17,2023-04-17 15:00:00,Completed,1,0,0,BNPL,4.62,1,2,246.32,0.00,246.32,131.52,114.80,250.94
ORD_27248,CUST_1512,2023-09-01,2023-09-01,2023-09-01 04:00:00,Shipped,1,0,0,Credit Card,0.00,1,1,171.31,0.00,171.31,107.73,63.58,171.31
ORD_27249,CUST_1282,2023-07-29,2023-07-29,2023-07-29 13:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,2,2,158.80,7.14,151.66,91.98,59.68,151.66
ORD_27250,CUST_1456,2023-08-11,2023-08-11,2023-08-11 20:00:00,Completed,1,0,0,Virtual Account Bank Transfer,4.26,1,1,148.84,0.00,148.84,82.45,66.39,153.10
ORD_27251,CUST_2169,2023-05-08,2023-05-08,2023-05-08 19:00:00,Completed,1,0,0,BNPL,5.94,2,2,439.15,29.51,409.64,209.05,200.59,415.58
ORD_27252,CUST_1051,2023-12-20,2023-12-20,2023-12-20 07:00:00,Cancelled,0,1,0,Virtual Account Bank Transfer,0.00,2,2,421.72,25.10,396.62,220.12,176.50,396.62
ORD_27253,CUST_1339,2024-07-13,2024-07-13,2024-07-13 15:00:00,Completed,1,0,0,Virtual Account Bank Transfer,7.63,3,3,407.98,0.00,407.98,241.38,166.60,415.61
ORD_27254,CUST_1656,2023-04-28,2023-04-28,2023-04-28 17:00:00,Shipped,1,0,0,Virtual Account Bank Transfer,0.00,4,6,709.35,0.00,709.35,451.00,258.35,709.35
ORD_27255,CUST_1361,2024-05-04,2024-05-04,2024-05-04 17:00:00,Completed,1,0,0,QRIS,6.48,1,3,750.93,0.00,750.93,466.65,284.28,757.41
ORD_27256,CUST_1930,2024-09-02,2024-09-02,2024-09-02 09:00:00,Completed,1,0,0,Credit Card,0.00,2,4,573.34,0.00,573.34,345.44,227.90,573.34
ORD_27257,CUST_1616,2023-09-04,2023-09-04,2023-09-04 17:00:00,Completed,1,0,0,QRIS,4.67,3,4,462.07,2.02,460.05,306.00,154.05,464.72
ORD_27258,CUST_1530,2024-02-19,2024-02-19,2024-02-19 07:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),6.29,3,3,663.17,0.00,663.17,356.38,306.79,669.46
ORD_27259,CUST_1151,2024-08-16,2024-08-16,2024-08-16 13:00:00,Delivered,1,0,0,Virtual Account Bank Transfer,5.45,3,4,362.78,0.00,362.78,213.66,149.12,368.23
ORD_27260,CUST_1621,2023-11-06,2023-11-06,2023-11-06 10:00:00,Completed,1,0,0,BNPL,4.83,2,2,248.81,0.00,248.81,143.50,105.31,253.64
ORD_27261,CUST_1504,2023-07-02,2023-07-02,2023-07-02 14:00:00,Completed,1,0,0,QRIS,2.99,1,1,123.16,0.00,123.16,65.76,57.40,126.15
ORD_27262,CUST_1261,2023-11-09,2023-11-09,2023-11-09 09:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,2,2,251.14,0.00,251.14,143.00,108.14,251.14
ORD_27263,CUST_1483,2023-05-30,2023-05-30,2023-05-30 23:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,3,4,429.75,3.64,426.11,237.28,188.83,426.11
ORD_27264,CUST_1731,2023-02-28,2023-02-28,2023-02-28 00:00:00,Shipped,1,0,0,Credit Card,0.00,1,2,32.76,0.00,32.76,20.88,11.88,32.76
ORD_27265,CUST_1199,2023-12-20,2023-12-20,2023-12-20 09:00:00,Completed,1,0,0,BNPL,5.70,2,2,136.00,9.63,126.37,96.83,29.54,132.07
ORD_27266,CUST_1154,2023-11-07,2023-11-07,2023-11-07 11:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),5.85,1,1,121.11,0.00,121.11,55.94,65.17,126.96
ORD_27267,CUST_1272,2024-01-01,2024-01-01,2024-01-01 08:00:00,Returned,0,0,1,Credit Card,0.00,1,1,232.38,0.00,232.38,118.56,113.82,232.38
ORD_27268,CUST_1089,2024-02-29,2024-02-29,2024-02-29 09:00:00,Completed,1,0,0,Credit Card,4.01,2,2,62.49,0.00,62.49,33.92,28.57,66.50
ORD_27269,CUST_1708,2024-03-21,2024-03-21,2024-03-21 20:00:00,Completed,1,0,0,Credit Card,5.93,3,4,725.98,12.52,713.46,419.18,294.28,719.39
ORD_27270,CUST_1719,2024-07-12,2024-07-12,2024-07-12 18:00:00,Completed,1,0,0,Virtual Account Bank Transfer,4.45,1,1,274.50,0.00,274.50,154.77,119.73,278.95
ORD_27271,CUST_1582,2023-10-13,2023-10-13,2023-10-13 10:00:00,Completed,1,0,0,QRIS,5.69,1,1,112.15,0.00,112.15,81.68,30.47,117.84
ORD_27272,CUST_1370,2023-09-11,2023-09-11,2023-09-11 03:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,1,1,123.16,12.32,110.84,65.76,45.08,110.84
ORD_27273,CUST_1913,2023-09-14,2023-09-14,2023-09-14 12:00:00,Completed,1,0,0,Credit Card,0.00,1,1,148.06,0.00,148.06,72.88,75.18,148.06
ORD_27274,CUST_1417,2023-09-24,2023-09-24,2023-09-24 22:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,1,1,148.84,0.00,148.84,82.45,66.39,148.84
ORD_27275,CUST_1885,2023-08-01,2023-08-01,2023-08-01 08:00:00,Completed,1,0,0,Credit Card,3.56,1,1,313.64,15.68,297.96,177.96,120.00,301.52
ORD_27276,CUST_1684,2024-09-16,2024-09-16,2024-09-16 19:00:00,Shipped,1,0,0,Credit Card,7.33,1,2,500.62,75.09,425.53,311.10,114.43,432.86
ORD_27277,CUST_2185,2024-01-25,2024-01-25,2024-01-25 07:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),6.29,1,2,419.38,0.00,419.38,263.84,155.54,425.67
ORD_27278,CUST_1911,2024-06-27,2024-06-27,2024-06-27 19:00:00,Completed,1,0,0,QRIS,8.20,1,1,199.67,0.00,199.67,124.34,75.33,207.87
ORD_27279,CUST_1140,2024-04-04,2024-04-04,2024-04-04 09:00:00,Completed,1,0,0,Credit Card,8.16,2,2,341.56,0.00,341.56,159.55,182.01,349.72
ORD_27280,CUST_1018,2024-04-20,2024-04-20,2024-04-20 02:00:00,Cancelled,0,1,0,E-Wallet (GoPay/OVO),7.96,4,4,847.76,0.00,847.76,503.41,344.35,855.72
ORD_27281,CUST_1091,2024-04-23,2024-04-23,2024-04-23 16:00:00,Completed,1,0,0,Credit Card,0.00,3,3,680.90,38.67,642.23,342.75,299.48,642.23
ORD_27282,CUST_2028,2024-02-29,2024-02-29,2024-02-29 22:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,1,2,436.98,0.00,436.98,257.18,179.80,436.98
ORD_27283,CUST_1241,2023-09-10,2023-09-10,2023-09-10 14:00:00,Completed,1,0,0,BNPL,0.00,3,4,1011.99,32.43,979.56,509.00,470.56,979.56
ORD_27284,CUST_2086,2024-02-27,2024-02-27,2024-02-27 03:00:00,Completed,1,0,0,BNPL,4.32,2,2,294.25,0.00,294.25,187.52,106.73,298.57
ORD_27285,CUST_2176,2023-11-30,2023-11-30,2023-11-30 08:00:00,Completed,1,0,0,BNPL,8.32,1,2,233.32,0.00,233.32,138.06,95.26,241.64
ORD_27286,CUST_1302,2023-10-28,2023-10-28,2023-10-28 15:00:00,Completed,1,0,0,BNPL,6.56,2,2,137.32,0.00,137.32,92.63,44.69,143.88
ORD_27287,CUST_1707,2023-01-12,2023-01-12,2023-01-12 07:00:00,Completed,1,0,0,Virtual Account Bank Transfer,5.63,2,2,275.86,0.00,275.86,192.51,83.35,281.49
ORD_27288,CUST_1342,2023-07-27,2023-07-27,2023-07-27 22:00:00,Delivered,1,0,0,BNPL,0.00,1,1,20.21,2.02,18.19,14.77,3.42,18.19
ORD_27289,CUST_1429,2023-12-01,2023-12-01,2023-12-01 01:00:00,Delivered,1,0,0,Virtual Account Bank Transfer,3.27,1,1,130.74,0.00,130.74,88.59,42.15,134.01
ORD_27290,CUST_1390,2024-04-01,2024-04-01,2024-04-01 14:00:00,Cancelled,0,1,0,E-Wallet (GoPay/OVO),3.03,1,1,232.38,0.00,232.38,118.56,113.82,235.41
ORD_27291,CUST_1059,2023-07-16,2023-07-16,2023-07-16 04:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),3.99,1,1,295.08,0.00,295.08,137.24,157.84,299.07
ORD_27292,CUST_1121,2023-12-13,2023-12-13,2023-12-13 09:00:00,Delivered,1,0,0,Credit Card,3.38,2,3,891.63,25.58,866.05,462.74,403.31,869.43
ORD_27293,CUST_1255,2023-08-07,2023-08-07,2023-08-07 18:00:00,Completed,1,0,0,BNPL,7.70,2,3,383.26,0.00,383.26,217.01,166.25,390.96
ORD_27294,CUST_1985,2023-02-28,2023-02-28,2023-02-28 11:00:00,Completed,1,0,0,BNPL,0.00,2,3,608.99,18.96,590.03,398.87,191.16,590.03
ORD_27295,CUST_1204,2024-04-28,2024-04-28,2024-04-28 20:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,1,1,232.38,0.00,232.38,118.56,113.82,232.38
ORD_27296,CUST_1017,2024-04-10,2024-04-10,2024-04-10 16:00:00,Completed,1,0,0,Virtual Account Bank Transfer,2.94,1,1,126.72,0.00,126.72,65.13,61.59,129.66
ORD_27297,CUST_1449,2023-09-25,2023-09-25,2023-09-25 07:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,1,1,121.11,0.00,121.11,55.94,65.17,121.11
ORD_27298,CUST_1804,2023-05-15,2023-05-15,2023-05-15 10:00:00,Completed,1,0,0,BNPL,5.05,2,2,462.71,10.59,452.12,239.08,213.04,457.17
ORD_27299,CUST_1236,2024-05-12,2024-05-12,2024-05-12 17:00:00,Completed,1,0,0,QRIS,6.30,1,1,54.38,0.00,54.38,31.12,23.26,60.68
ORD_27300,CUST_1300,2023-03-07,2023-03-07,2023-03-07 19:00:00,Completed,1,0,0,Virtual Account Bank Transfer,7.16,3,7,824.14,7.26,816.88,458.58,358.30,824.04
ORD_27301,CUST_2019,2023-12-11,2023-12-11,2023-12-11 18:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,2,2,536.73,0.00,536.73,248.65,288.08,536.73
ORD_27302,CUST_1910,2023-06-30,2023-06-30,2023-06-30 05:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),3.20,3,3,556.38,38.63,517.75,285.80,231.95,520.95
ORD_27303,CUST_1324,2024-04-12,2024-04-12,2024-04-12 18:00:00,Delivered,1,0,0,Credit Card,0.00,2,2,410.86,0.00,410.86,217.93,192.93,410.86
ORD_27304,CUST_1869,2024-06-29,2024-06-29,2024-06-29 11:00:00,Completed,1,0,0,QRIS,4.48,1,1,255.83,0.00,255.83,167.86,87.97,260.31
ORD_27305,CUST_1155,2024-03-22,2024-03-22,2024-03-22 17:00:00,Shipped,1,0,0,QRIS,2.54,1,2,275.08,13.75,261.33,178.24,83.09,263.87
ORD_27306,CUST_1702,2024-05-05,2024-05-05,2024-05-05 16:00:00,Delivered,1,0,0,Virtual Account Bank Transfer,2.61,2,2,289.72,0.00,289.72,146.59,143.13,292.33
ORD_27307,CUST_1605,2024-03-08,2024-03-08,2024-03-08 22:00:00,Completed,1,0,0,QRIS,7.05,2,3,570.03,0.00,570.03,321.57,248.46,577.08
ORD_27308,CUST_1924,2023-10-08,2023-10-08,2023-10-08 02:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),0.00,1,1,171.31,8.57,162.74,107.73,55.01,162.74
ORD_27309,CUST_1817,2024-09-28,2024-09-28,2024-09-28 17:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,2,2,445.25,8.54,436.71,232.42,204.29,436.71
ORD_27310,CUST_1506,2023-12-16,2023-12-16,2023-12-16 20:00:00,Completed,1,0,0,BNPL,0.00,1,2,441.12,22.06,419.06,301.38,117.68,419.06
ORD_27311,CUST_1705,2024-07-21,2024-07-21,2024-07-21 14:00:00,Completed,1,0,0,Credit Card,8.73,1,1,209.52,0.00,209.52,135.69,73.83,218.25
ORD_27312,CUST_1946,2023-05-17,2023-05-17,2023-05-17 08:00:00,Completed,1,0,0,BNPL,0.00,1,2,275.08,0.00,275.08,178.24,96.84,275.08
ORD_27313,CUST_1770,2023-05-14,2023-05-14,2023-05-14 01:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),3.20,1,1,175.82,0.00,175.82,107.16,68.66,179.02
ORD_27314,CUST_1185,2023-11-26,2023-11-26,2023-11-26 23:00:00,Delivered,1,0,0,E-Wallet (GoPay/OVO),0.00,3,5,745.91,32.04,713.87,450.91,262.96,713.87
ORD_27315,CUST_1059,2024-02-15,2024-02-15,2024-02-15 08:00:00,Returned,0,0,1,Virtual Account Bank Transfer,7.68,1,1,175.82,0.00,175.82,107.16,68.66,183.50
ORD_27316,CUST_1589,2023-03-27,2023-03-27,2023-03-27 12:00:00,Completed,1,0,0,BNPL,8.75,2,4,648.57,79.12,569.45,377.42,192.03,578.20
ORD_27317,CUST_1294,2023-10-11,2023-10-11,2023-10-11 17:00:00,Completed,1,0,0,Virtual Account Bank Transfer,6.08,1,1,130.74,6.54,124.20,88.59,35.61,130.28
ORD_27318,CUST_1631,2023-12-27,2023-12-27,2023-12-27 00:00:00,Shipped,1,0,0,QRIS,8.17,1,1,246.78,0.00,246.78,177.20,69.58,254.95
ORD_27319,CUST_1065,2023-05-01,2023-05-01,2023-05-01 06:00:00,Shipped,1,0,0,BNPL,7.64,1,1,221.10,0.00,221.10,105.90,115.20,228.74
ORD_27320,CUST_1007,2024-04-10,2024-04-10,2024-04-10 21:00:00,Shipped,1,0,0,E-Wallet (GoPay/OVO),5.21,1,1,121.11,0.00,121.11,55.94,65.17,126.32
ORD_27321,CUST_1848,2024-02-25,2024-02-25,2024-02-25 01:00:00,Delivered,1,0,0,QRIS,0.00,3,5,490.33,0.00,490.33,265.10,225.23,490.33
ORD_27322,CUST_1429,2023-11-17,2023-11-17,2023-11-17 23:00:00,Completed,1,0,0,BNPL,5.26,2,2,365.27,0.00,365.27,203.87,161.40,370.53
ORD_27323,CUST_1004,2024-05-10,2024-05-10,2024-05-10 13:00:00,Completed,1,0,0,Virtual Account Bank Transfer,5.29,1,1,250.31,0.00,250.31,155.55,94.76,255.60
ORD_27324,CUST_1285,2023-11-26,2023-11-26,2023-11-26 14:00:00,Delivered,1,0,0,Virtual Account Bank Transfer,4.08,2,3,692.86,0.00,692.86,448.02,244.84,696.94
ORD_27325,CUST_1343,2023-07-13,2023-07-13,2023-07-13 09:00:00,Completed,1,0,0,QRIS,2.60,1,1,145.12,0.00,145.12,103.92,41.20,147.72
ORD_27326,CUST_1270,2023-11-07,2023-11-07,2023-11-07 11:00:00,Shipped,1,0,0,QRIS,5.60,1,3,313.41,0.00,313.41,178.77,134.64,319.01
ORD_27327,CUST_1902,2023-11-03,2023-11-03,2023-11-03 03:00:00,Delivered,1,0,0,E-Wallet (GoPay/OVO),8.75,1,1,220.56,0.00,220.56,150.69,69.87,229.31
ORD_27328,CUST_1075,2023-04-10,2023-04-10,2023-04-10 02:00:00,Delivered,1,0,0,Virtual Account Bank Transfer,7.36,1,1,48.42,7.26,41.16,30.20,10.96,48.52
ORD_27329,CUST_1329,2023-04-25,2023-04-25,2023-04-25 07:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),2.99,3,4,843.52,14.75,828.77,457.42,371.35,831.76
ORD_27330,CUST_1709,2024-10-15,2024-10-15,2024-10-15 12:00:00,Completed,1,0,0,QRIS,6.21,3,5,1088.03,27.24,1060.79,545.93,514.86,1067.00
ORD_27331,CUST_1252,2024-09-16,2024-09-16,2024-09-16 21:00:00,Completed,1,0,0,Credit Card,4.30,1,2,399.34,0.00,399.34,248.68,150.66,403.64
ORD_27332,CUST_1749,2023-09-06,2023-09-06,2023-09-06 15:00:00,Completed,1,0,0,BNPL,0.00,1,2,379.22,18.96,360.26,270.06,90.20,360.26
ORD_27333,CUST_1295,2023-10-12,2023-10-12,2023-10-12 21:00:00,Delivered,1,0,0,Credit Card,0.00,1,1,221.42,33.21,188.21,106.25,81.96,188.21
ORD_27334,CUST_1040,2023-11-29,2023-11-29,2023-11-29 04:00:00,Completed,1,0,0,Credit Card,3.53,1,1,255.83,38.37,217.46,167.86,49.60,220.99
ORD_27335,CUST_1305,2024-01-24,2024-01-24,2024-01-24 19:00:00,Completed,1,0,0,Virtual Account Bank Transfer,8.59,2,4,128.86,4.65,124.21,63.14,61.07,132.80
ORD_27336,CUST_1324,2024-04-20,2024-04-20,2024-04-20 05:00:00,Shipped,1,0,0,BNPL,7.56,2,3,598.26,0.00,598.26,277.90,320.36,605.82
ORD_27337,CUST_1433,2025-01-27,2025-01-27,2025-01-27 01:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),7.04,2,2,105.28,0.00,105.28,72.87,32.41,112.32
ORD_27338,CUST_2186,2024-09-20,2024-09-20,2024-09-20 11:00:00,Completed,1,0,0,Virtual Account Bank Transfer,4.64,1,2,92.96,9.30,83.66,44.62,39.04,88.30
ORD_27339,CUST_1035,2023-08-21,2023-08-21,2023-08-21 05:00:00,Completed,1,0,0,Credit Card,5.24,1,2,480.22,0.00,480.22,280.56,199.66,485.46
ORD_27340,CUST_1628,2023-11-12,2023-11-12,2023-11-12 12:00:00,Returned,0,0,1,QRIS,0.00,1,1,145.12,0.00,145.12,103.92,41.20,145.12
ORD_27341,CUST_1258,2023-01-21,2023-01-21,2023-01-21 18:00:00,Completed,1,0,0,Credit Card,0.00,1,1,250.97,37.65,213.32,142.47,70.85,213.32
ORD_27342,CUST_1398,2024-02-08,2024-02-08,2024-02-08 13:00:00,Shipped,1,0,0,BNPL,4.17,4,4,317.22,6.23,310.99,175.12,135.87,315.16
ORD_27343,CUST_1257,2023-10-25,2023-10-25,2023-10-25 11:00:00,Completed,1,0,0,QRIS,0.00,4,5,778.49,20.63,757.86,460.54,297.32,757.86
ORD_27344,CUST_1602,2023-07-14,2023-07-14,2023-07-14 21:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),3.68,1,1,64.22,0.00,64.22,43.96,20.26,67.90
ORD_27345,CUST_2032,2023-03-26,2023-03-26,2023-03-26 16:00:00,Completed,1,0,0,QRIS,0.00,2,2,91.99,9.20,82.79,67.64,15.15,82.79
ORD_27346,CUST_1906,2023-07-21,2023-07-21,2023-07-21 06:00:00,Completed,1,0,0,BNPL,0.00,1,3,454.26,45.43,408.83,211.53,197.30,408.83
ORD_27347,CUST_1848,2024-06-07,2024-06-07,2024-06-07 15:00:00,Cancelled,0,1,0,BNPL,5.22,1,1,375.16,0.00,375.16,174.25,200.91,380.38
ORD_27348,CUST_1585,2024-01-08,2024-01-08,2024-01-08 22:00:00,Completed,1,0,0,Virtual Account Bank Transfer,5.41,1,3,460.83,46.08,414.75,288.51,126.24,420.16
ORD_27349,CUST_1100,2023-06-16,2023-06-16,2023-06-16 23:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,2,3,457.50,0.00,457.50,311.82,145.68,457.50
ORD_27350,CUST_1127,2023-11-20,2023-11-20,2023-11-20 03:00:00,Delivered,1,0,0,E-Wallet (GoPay/OVO),0.00,2,3,450.48,0.00,450.48,318.94,131.54,450.48
ORD_27351,CUST_1838,2023-12-02,2023-12-02,2023-12-02 02:00:00,Completed,1,0,0,Credit Card,0.00,2,3,754.38,0.00,754.38,444.31,310.07,754.38
ORD_27352,CUST_1667,2024-03-17,2024-03-17,2024-03-17 17:00:00,Completed,1,0,0,BNPL,6.96,2,2,409.36,0.00,409.36,256.26,153.10,416.32
ORD_27353,CUST_1131,2023-03-01,2023-03-01,2023-03-01 05:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),5.75,4,4,483.65,5.19,478.46,278.03,200.43,484.21
ORD_27354,CUST_1889,2023-09-12,2023-09-12,2023-09-12 04:00:00,Completed,1,0,0,QRIS,5.09,2,2,367.63,12.55,355.08,211.50,143.58,360.17
ORD_27355,CUST_1535,2024-04-01,2024-04-01,2024-04-01 15:00:00,Cancelled,0,1,0,E-Wallet (GoPay/OVO),0.00,1,1,85.34,0.00,85.34,47.09,38.25,85.34
ORD_27356,CUST_2077,2023-08-04,2023-08-04,2023-08-04 03:00:00,Completed,1,0,0,QRIS,5.01,1,1,149.13,0.00,149.13,83.60,65.53,154.14
ORD_27357,CUST_2047,2023-08-13,2023-08-13,2023-08-13 15:00:00,Completed,1,0,0,QRIS,4.05,4,6,564.66,7.01,557.65,317.74,239.91,561.70
ORD_27358,CUST_2193,2023-10-25,2023-10-25,2023-10-25 06:00:00,Completed,1,0,0,E-Wallet (GoPay/OVO),4.32,1,1,74.25,3.71,70.54,45.63,24.91,74.86
ORD_27359,CUST_2038,2024-04-08,2024-04-08,2024-04-08 12:00:00,Completed,1,0,0,QRIS,0.00,4,5,570.96,9.59,561.37,281.24,280.13,561.37
ORD_27360,CUST_1337,2023-10-04,2023-10-04,2023-10-04 20:00:00,Completed,1,0,0,Virtual Account Bank Transfer,6.00,2,3,650.14,8.29,641.85,413.85,228.00,647.85
ORD_27361,CUST_1638,2024-12-23,2024-12-23,2024-12-23 21:00:00,Shipped,1,0,0,BNPL,0.00,1,1,232.38,0.00,232.38,118.56,113.82,232.38
ORD_27362,CUST_1947,2023-11-15,2023-11-15,2023-11-15 23:00:00,Completed,1,0,0,Virtual Account Bank Transfer,7.11,1,1,209.69,0.00,209.69,131.92,77.77,216.80
ORD_27363,CUST_1049,2023-11-01,2023-11-01,2023-11-01 03:00:00,Shipped,1,0,0,BNPL,0.00,3,3,472.20,11.67,460.53,253.35,207.18,460.53
ORD_27364,CUST_1187,2024-01-19,2024-01-19,2024-01-19 09:00:00,Returned,0,0,1,QRIS,2.67,1,1,17.95,0.00,17.95,9.26,8.69,20.62
ORD_27365,CUST_1408,2023-07-16,2023-07-16,2023-07-16 06:00:00,Cancelled,0,1,0,QRIS,0.00,1,1,189.61,0.00,189.61,135.03,54.58,189.61
ORD_27366,CUST_1909,2023-12-28,2023-12-28,2023-12-28 08:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,1,2,484.70,0.00,484.70,262.74,221.96,484.70
ORD_27367,CUST_2075,2023-11-08,2023-11-08,2023-11-08 07:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,3,3,755.74,25.10,730.64,411.63,319.01,730.64
ORD_27368,CUST_1706,2023-05-27,2023-05-27,2023-05-27 09:00:00,Completed,1,0,0,QRIS,6.81,2,2,333.69,0.00,333.69,170.75,162.94,340.50
ORD_27369,CUST_2108,2023-03-27,2023-03-27,2023-03-27 14:00:00,Completed,1,0,0,Virtual Account Bank Transfer,0.00,3,3,733.56,0.00,733.56,376.99,356.57,733.56
